Series Code,Topic,Indicator Name
LO.EGRA.LSTN.0.CHI.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Chitonga. 2nd Grade
LO.EGRA.LSTN.0.CIN.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Cinyanja. 2nd Grade
LO.EGRA.LSTN.0.DAG.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Dagaare. 2nd Grade
LO.EGRA.LSTN.0.DAGB.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Dagbani. 2nd Grade
LO.EGRA.LSTN.0.DAN.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Dangme. 2nd Grade
LO.EGRA.LSTN.0.ENG.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). English. 2nd Grade
LO.EGRA.LSTN.0.ENG.3GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). English. 3rd Grade
LO.EGRA.LSTN.0.ENG.4GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). English. 4th Grade
LO.EGRA.LSTN.0.ENG.6GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). English. 6th Grade
LO.EGRA.LSTN.0.EWE.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Ewe. 2nd Grade
LO.EGRA.LSTN.0.FAN.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Fante. 2nd Grade
LO.EGRA.LSTN.0.FLF.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Fulfulde. 2nd Grade
LO.EGRA.LSTN.0.FLP.3GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Filipino. 3rd Grade
LO.EGRA.LSTN.0.GA.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Ga. 2nd Grade
LO.EGRA.LSTN.0.GON.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Gonja. 2nd Grade
LO.EGRA.LSTN.0.HAR.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Hararigna. 2nd Grade
LO.EGRA.LSTN.0.HAR.3GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Hararigna. 3rd Grade
LO.EGRA.LSTN.0.ICI.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Icibemba. 2nd Grade
LO.EGRA.LSTN.0.IND.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Indonesian. 2nd Grade
LO.EGRA.LSTN.0.KAS.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Kasem. 2nd Grade
LO.EGRA.LSTN.0.KII.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Kiikaonde. 2nd Grade
LO.EGRA.LSTN.0.KIS.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Kiswahili. 2nd Grade
LO.EGRA.LSTN.0.KNY.4GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Kinyarwanda. 4th Grade
LO.EGRA.LSTN.0.KNY.6GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Kinyarwanda. 6th Grade
LO.EGRA.LSTN.0.LUN.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Lunda. 2nd Grade
LO.EGRA.LSTN.0.LUV.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Luvale. 2nd Grade
LO.EGRA.LSTN.0.NZE.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Nzema. 2nd Grade
LO.EGRA.LSTN.0.SID.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Sidaamu Afoo. 2nd Grade
LO.EGRA.LSTN.0.SID.3GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Sidaamu Afoo. 3rd Grade
LO.EGRA.LSTN.0.SIL.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Silozi. 2nd Grade
LO.EGRA.LSTN.0.SNG.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Songhoi. 2nd Grade
LO.EGRA.LSTN.0.SOM.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Somaligna. 2nd Grade
LO.EGRA.LSTN.0.SOM.3GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Somaligna. 3rd Grade
LO.EGRA.LSTN.0.SPN.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Spanish. 2nd Grade
LO.EGRA.LSTN.0.SPN.3GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Spanish. 3rd Grade
LO.EGRA.LSTN.0.SPN.4GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Spanish. 4th Grade
LO.EGRA.LSTN.0.TIG.2GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Tigrinya. 2nd Grade
LO.EGRA.LSTN.0.TIG.3GRD,Learning Outcomes,EGRA: Listening Comprehension - Share of students with a zero score (%). Tigrinya. 3rd Grade
LO.EGRA.NCWPM.AFA.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Afan Oromo. 2nd Grade
LO.EGRA.NCWPM.AFA.3GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Afan Oromo. 3rd Grade
LO.EGRA.NCWPM.AKU.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Akuapem. 2nd Grade
LO.EGRA.NCWPM.AMH.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Amharic. 2nd Grade
LO.EGRA.NCWPM.AMH.3GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Amharic. 3rd Grade
LO.EGRA.NCWPM.ARB.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Arabic. 2nd Grade
LO.EGRA.NCWPM.ARB.3GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Arabic. 3rd Grade
LO.EGRA.NCWPM.AST.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Asante Twi. 2nd Grade
LO.EGRA.NCWPM.BMN.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Bamanankan. 2nd Grade
LO.EGRA.NCWPM.BOM.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Bomu. 2nd Grade
LO.EGRA.NCWPM.CHC.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Chichewa. 2nd Grade
LO.EGRA.NCWPM.CHC.4GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Chichewa. 4th Grade
LO.EGRA.NCWPM.CHI.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Chitonga. 2nd Grade
LO.EGRA.NCWPM.CIN.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Cinyanja. 2nd Grade
LO.EGRA.NCWPM.DAG.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Dagaare. 2nd Grade
LO.EGRA.NCWPM.DAGB.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Dagbani. 2nd Grade
LO.EGRA.NCWPM.DAN.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Dangme. 2nd Grade
LO.EGRA.NCWPM.ENG.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). English. 2nd Grade
LO.EGRA.NCWPM.ENG.3GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). English. 3rd Grade
LO.EGRA.NCWPM.ENG.4GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). English. 4th Grade
LO.EGRA.NCWPM.ENG.6GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). English. 6th Grade
LO.EGRA.NCWPM.EWE.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Ewe. 2nd Grade
LO.EGRA.NCWPM.FAN.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Fante. 2nd Grade
LO.EGRA.NCWPM.FLF.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Fulfulde. 2nd Grade
LO.EGRA.NCWPM.FLP.3GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Filipino. 3rd Grade
LO.EGRA.NCWPM.FRN.3GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). French. 3rd Grade
LO.EGRA.NCWPM.GA.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Ga. 2nd Grade
LO.EGRA.NCWPM.GON.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Gonja. 2nd Grade
LO.EGRA.NCWPM.HAR.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Hararigna. 2nd Grade
LO.EGRA.NCWPM.HAR.3GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Hararigna. 3rd Grade
LO.EGRA.NCWPM.ICI.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Icibemba. 2nd Grade
LO.EGRA.NCWPM.IND.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Indonesian. 2nd Grade
LO.EGRA.NCWPM.KAS.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Kasem. 2nd Grade
LO.EGRA.NCWPM.KII.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Kiikaonde. 2nd Grade
LO.EGRA.NCWPM.KIS.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Kiswahili. 2nd Grade
LO.EGRA.NCWPM.KNY.4GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Kinyarwanda. 4th Grade
LO.EGRA.NCWPM.KNY.6GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Kinyarwanda. 6th Grade
LO.EGRA.NCWPM.LUN.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Lunda. 2nd Grade
LO.EGRA.NCWPM.LUV.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Luvale. 2nd Grade
LO.EGRA.NCWPM.NZE.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Nzema. 2nd Grade
LO.EGRA.NCWPM.SID.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Sidaamu Afoo. 2nd Grade
LO.EGRA.NCWPM.SID.3GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Sidaamu Afoo. 3rd Grade
LO.EGRA.NCWPM.SIL.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Silozi. 2nd Grade
LO.EGRA.NCWPM.SNG.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Songhoi. 2nd Grade
LO.EGRA.NCWPM.SOM.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Somaligna. 2nd Grade
LO.EGRA.NCWPM.SOM.3GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Somaligna. 3rd Grade
LO.EGRA.NCWPM.SPN.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Spanish. 2nd Grade
LO.EGRA.NCWPM.SPN.3GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Spanish. 3rd Grade
LO.EGRA.NCWPM.SPN.4GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Spanish. 4th Grade
LO.EGRA.NCWPM.TIG.2GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Tigrinya. 2nd Grade
LO.EGRA.NCWPM.TIG.3GRD,Learning Outcomes,EGRA: Correct Non-Words Read Per Minute (Mean). Tigrinya. 3rd Grade
LO.EGRA.ORF.AFA.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Afan Oromo. 2nd Grade
LO.EGRA.ORF.AFA.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Afan Oromo. 3rd Grade
LO.EGRA.ORF.AKU.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Akuapem. 2nd Grade
LO.EGRA.ORF.AMH.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Amharic. 2nd Grade
LO.EGRA.ORF.AMH.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Amharic. 3rd Grade
LO.EGRA.ORF.ARB.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Arabic. 2nd Grade
LO.EGRA.ORF.ARB.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Arabic. 3rd Grade
LO.EGRA.ORF.AST.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Asante Twi. 2nd Grade
LO.EGRA.ORF.BMN.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Bamanankan. 2nd Grade
LO.EGRA.ORF.BOM.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Bomu. 2nd Grade
LO.EGRA.ORF.CHC.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Chichewa. 2nd Grade
LO.EGRA.ORF.CHC.4GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Chichewa. 4th Grade
LO.EGRA.ORF.CHI.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Chitonga. 2nd Grade
LO.EGRA.ORF.CIN.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Cinyanja. 2nd Grade
LO.EGRA.ORF.DAG.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Dagaare. 2nd Grade
LO.EGRA.ORF.DAGB.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Dagbani. 2nd Grade
LO.EGRA.ORF.DAN.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Dangme. 2nd Grade
LO.EGRA.ORF.ENG.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). English. 2nd Grade
LO.EGRA.ORF.ENG.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). English. 3rd Grade
LO.EGRA.ORF.ENG.4GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). English. 4th Grade
LO.EGRA.ORF.ENG.6GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). English. 6th Grade
LO.EGRA.ORF.EWE.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Ewe. 2nd Grade
LO.EGRA.ORF.FAN.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Fante. 2nd Grade
LO.EGRA.ORF.FLF.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Fulfulde. 2nd Grade
LO.EGRA.ORF.FLP.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Filipino. 3rd Grade
LO.EGRA.ORF.FRN.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). French. 3rd Grade
LO.EGRA.ORF.GA.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Ga. 2nd Grade
LO.EGRA.ORF.GON.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Gonja. 2nd Grade
LO.EGRA.ORF.HAR.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Hararigna. 2nd Grade
LO.EGRA.ORF.HAR.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Hararigna. 3rd Grade
LO.EGRA.ORF.ICI.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Icibemba. 2nd Grade
LO.EGRA.ORF.IND.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Indonesian. 2nd Grade
LO.EGRA.ORF.KAS.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Kasem. 2nd Grade
LO.EGRA.ORF.KII.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Kiikaonde. 2nd Grade
LO.EGRA.ORF.KIS.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Kiswahili. 2nd Grade
LO.EGRA.ORF.KNY.4GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Kinyarwanda. 4th Grade
LO.EGRA.ORF.KNY.6GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Kinyarwanda. 6th Grade
LO.EGRA.ORF.LUN.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Lunda. 2nd Grade
LO.EGRA.ORF.LUV.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Luvale. 2nd Grade
LO.EGRA.ORF.NZE.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Nzema. 2nd Grade
LO.EGRA.ORF.SID.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Sidaamu Afoo. 2nd Grade
LO.EGRA.ORF.SID.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Sidaamu Afoo. 3rd Grade
LO.EGRA.ORF.SIL.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Silozi. 2nd Grade
LO.EGRA.ORF.SNG.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Songhoi. 2nd Grade
LO.EGRA.ORF.SOM.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Somaligna. 2nd Grade
LO.EGRA.ORF.SOM.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Somaligna. 3rd Grade
LO.EGRA.ORF.SPN.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Spanish. 2nd Grade
LO.EGRA.ORF.SPN.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Spanish. 3rd Grade
LO.EGRA.ORF.SPN.4GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Spanish. 4th Grade
LO.EGRA.ORF.TIG.2GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Tigrinya. 2nd Grade
LO.EGRA.ORF.TIG.3GRD,Learning Outcomes,EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Tigrinya. 3rd Grade
LO.EGRA.READ.0.AFA.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Afan Oromo. 2nd Grade
LO.EGRA.READ.0.AFA.3GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Afan Oromo. 3rd Grade
LO.EGRA.READ.0.AKU.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Akuapem. 2nd Grade
LO.EGRA.READ.0.AMH.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Amharic. 2nd Grade
LO.EGRA.READ.0.AMH.3GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Amharic. 3rd Grade
LO.EGRA.READ.0.ARB.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Arabic. 2nd Grade
LO.EGRA.READ.0.ARB.3GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Arabic. 3rd Grade
LO.EGRA.READ.0.AST.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Asante Twi. 2nd Grade
LO.EGRA.READ.0.BMN.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Bamanankan. 2nd Grade
LO.EGRA.READ.0.BOM.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Bomu. 2nd Grade
LO.EGRA.READ.0.CHC.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Chichewa. 2nd Grade
LO.EGRA.READ.0.CHC.4GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Chichewa. 4th Grade
LO.EGRA.READ.0.CHI.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Chitonga. 2nd Grade
LO.EGRA.READ.0.CIN.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Cinyanja. 2nd Grade
LO.EGRA.READ.0.DAG.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Dagaare. 2nd Grade
LO.EGRA.READ.0.DAGB.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Dagbani. 2nd Grade
LO.EGRA.READ.0.DAN.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Dangme. 2nd Grade
LO.EGRA.READ.0.ENG.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). English. 2nd Grade
LO.EGRA.READ.0.ENG.3GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). English. 3rd Grade
LO.EGRA.READ.0.ENG.4GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). English. 4th Grade
LO.EGRA.READ.0.ENG.6GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). English. 6th Grade
LO.EGRA.READ.0.EWE.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Ewe. 2nd Grade
LO.EGRA.READ.0.FAN.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Fante. 2nd Grade
LO.EGRA.READ.0.FLF.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Fulfulde. 2nd Grade
LO.EGRA.READ.0.FLP.3GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Filipino. 3rd Grade
LO.EGRA.READ.0.FRN.3GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). French. 3rd Grade
LO.EGRA.READ.0.GA.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Ga. 2nd Grade
LO.EGRA.READ.0.GON.2GRD,Learning Outcomes,EGRA: Reading Comprehension - Share of students with a zero score (%). Gonja. 2nd Grade
